Authors,Title,Year,Keywords,Abstract,Source
Qi B.; Costin A.,BIM and Ontology-Based DfMA Framework for Prefabricated Component,2023,BIM; DfMA; ontology; prefabricated components,"The integration of Design for Manufacture and Assembly (DfMA) into the design process of industrialized construction has the potential to reduce errors and changes occurring after the design has been finalized, ultimately improving overall productivity. Based on DfMA, the designers would need to consider whether their designs meet the architectural and performance requirements, as well as the manufacturing and assembly requirements from assembly and manufacturing technicians. However, some limitations present challenges for DfMA-oriented prefabricated design, such as lack of information interoperability, lack of conflict detection and management, and inefficient data processing and requirement checking. Thus, this research presents a novel BIM and ontology-based framework for DfMA of prefabricated and modular components. Various types of algorithms, plugins, and programming are also integrated to support the operation of the framework. The primary functions of this framework include: (1) collection of various stakeholder requirements in a standardized data format; (2) conflict detection and resolution between the design, manufacturing, and assembly requirements; and (3) automated compliance checking of whether the designed BIM models meet DfMA requirements. This research applies the framework on a prefabricated hotel project as a case study to validate the feasibility of the framework. Based on the results of a user experience survey, the developed framework shows promise for improving the DfMA process and stakeholder communication. Although a few limitations were encountered, such as the low computer operating speed and the limited ontology, the framework has been validated and shows great potential in advancing prefabricated component design applications © 2023 by the authors.",Scopus
Lee C.; Yeo K.; Dritsas S.,BIM-ENABLED REGULATORY DESIGN RULE CHECKING FOR BUILDING CIRCULATION,2024,Building circulation; Building Information Modelling; Design Rule Checking; Network analysis,"Automated design rule checking (RDC) in Building Information Modelling (BIM) can be challenging especially when dealing with qualitative aspects and intricate regulations like building circulation. The study proposes a novel method for Regulatory Design Rule Checking (RDRC) for building circulation, addressing challenges in translating regulations to computational constructs and extracting relevant information from complex BIM models. Through a tiered compliance assessment, the investigation considers preventive rule-based checks for doors and corridors and explores constraint-based regulatory incentive schemes such as through-block pedestrian links (TBPL). The RDRC analysis identifies non-compliance and concludes with a recommendation for potential adjustments. This work aims to benefit designers and regulators, providing productivity enhancements and a deeper understanding of regulatory intricacies in the context of building circulation. © 2024 and published by the Association for Computer-Aided Architectural Design Research in Asia (CAADRIA), Hong Kong.",Scopus
Rausch C.; Talebi S.; Poshdar M.; Li B.; Schultz C.,Tolerance management domain model for semantic enrichment of BIMs,2022,Building information model; Dependency structure matrix; Domain model; Risk management; Tolerance analysis; Tolerance management,"Dimensional variability of components and assemblies in construction can lead to significant defects, rework, and project risk if not managed effectively. Given the complexity of using tolerance management to control dimensional variability, an automated BIM-based approach is highly propitious, while currently elusive. This paper develops the first iteration of a domain model for tolerance management (ToleranceDM) using two case study examples within the domain of building construction. The results are shown to (1) consolidate the scattered, disparate existing “knowledge” and research on tolerance management into a single standardised, uniform framework, and (2) formalise this knowledge so that it can be unambiguously interpreted and parsed into software systems for automated tolerance management in construction. ToleranceDM functions as a key step towards benchmarking process capabilities, computing tolerance compliance automatically, and enabling in-field communication of tolerance requirements. Future research should explore case studies in different construction domains, along with developing an improved abduction framework and integrating as-built project data for tolerance compliance checking. © 2022 Elsevier B.V.",Scopus
Noardo F.; Wu T.; Arroyo Ohori K.; Krijnen T.; Stoter J.,IFC models for semi-automating common planning checks for building permits,2022,BIM; Building information modeling; Data quality; Digital building permit; Industry foundation classes; Urban planning compliance,"To support building permit issuing with automatic digital tools, the reuse of models produced by designers would make the process quicker and more objective. However, current studies and pilots often leave a gap with respect to the models as actually provided by architects, having varying quality and content. In this study, rather than taking a top down approach, we started from the available data and made the necessary inferences, which gave the opportunity to tackle basic and common issues often preventing smooth automatic processing. Specific characteristics of the IFC models were outlined and a tool was developed to extract the necessary information from them to check representative regulations. While the case study is specific in location, regulations and input models, the type of issues encountered are a generally applicable example for automated code compliance checking. This represents a solid base for future works towards the automation of building permits issuing. © 2021 The Authors",Scopus
Paskoff C.; Boton C.; Blanchet P.,Comparative Analyses of Four BIM-Based Compliance Checking Tools,2024,Building information modeling; Code compliance checking; Comparative analysis; Digital mockup; Rule checking,"In much of the world, digital tools are already being used in industry for the everyday process of work, leading to better productivity and quality. But, according to recent studies, the architecture engineering and construction industry is lagging behind in this move to digital processes. Very few construction operations have been automated, and productivity in the construction industry is still low in 2022. However, several digital approaches and tools have been developed for the construction industry in the last few decades. Among them, the building information modeling (BIM) approach has the potential to significantly improve processes in the construction industry. BIM uses a multidimensional digital mock-up to document and simulate the design, construction, and operation of a built asset. Automatic code compliance checking is one of the many proposed BIM uses. It is defined as “a process in which code validation software is used to check the model parameters against project-specific codes.” While several software systems have been proposed, the existing tools are not yet commonly used and it is still difficult for end users to select the one most suited to their needs. As observed, there is a lack of studies comparing and assessing the verification tools available in today's software market. We aim to compare the four main commercially available digital verification tools. Two comparisons were conducted. In the first one, each tool was reviewed according to some desired functionalities based on criteria summarized in three categories: features, interoperability, and usability. In the second one, we studied the whole rule-checking process in detail. The results suggest that Navisworks offers interesting functionalities for reviewing collision issues and to inspect the inner view of a mock-up (walk-through). Due to its large rule library, Solibri Model Checker is well suited to assess a global mockup; nevertheless, it may be limited because its rule customization is restricted. On the contrary, both visual programming tools—Dynamo and Grasshopper—offer a broad possibility for rule checking due to the customization available to create their own rules, but there is a long learning code to master coding in visual programming. © Canadian Society for Civil Engineering 2024.",Scopus
Nuyts E.; Bonduel M.; Verstraeten R.,Comparative analysis of approaches for automated compliance checking of construction data,2024,Automated compliance checking; Building information management; Comparative analysis,"While the domain of Automated Compliance Checking (ACC) has gained track, the construction industry has been flooded with different approaches. This paper studies these different approaches for use in compliance checking of construction data. The approaches are compared by defining constraints for the same set of five requirements, each of a different category, stemming from the Flemish building regulation on accessibility. Eight approaches have been selected for comparison: two IFC-based approaches (Solibri Model Checker and the upcoming buildingSMART standard IDS), two general data standards and their accompanying schema definition languages (JSON Schema and XSD), and four Linked Data approaches (OWL, SWRL, SPARQL, and SHACL). Besides the pure functional analysis, the relative uptake and support in tooling are also considered. While XML/XSD and JSON/JSON Schema and the Linked Data approaches are in essence domain-independent, only the latter has an extra layer for agreeing on high-level data modeling (and thus data validation) patterns in the construction domain with the EN17632-1:2022 standard. SHACL is considered the most adept method from the Linked Data approaches since it is fully standardized for both inputs and outputs and was developed for validation use cases. © 2024 The Authors",Scopus
Beach T.; Yeung J.; Nisbet N.; Rezgui Y.,Digital approaches to construction compliance checking: Validating the suitability of an ecosystem approach to compliance checking,2024,Automation compliance checking; Building permitting; Digitisation,"The lifecycle of the built environment is governed by complex regulations, requirements and standards. Ensuring compliance against these requirements is a complicated process, affecting the entire supply chain and often incurring significant costs, delay and uncertainty. Many of the processes, and elements within these processes, are formalised and supported by varying levels of digitisation and automation. This ranges from energy simulation, geometric checking, to building information modelling based checking. However, there are currently no unifying standards or integrating technology to tie regulatory efforts together to enable the widespread adoption of automated compliance processes. This has left many current technical approaches, while advanced and robust, isolated. However, the increasing maturity of asset datasets/information models, means that integration of data/tools is now feasible. This paper will propose and validate a new approach of solving the problem of automated compliance checking through the use of an ecosystem of compliance checking services. This work has identified a clear research gap. How automated compliance checking in the construction sector can move beyond sole reliance on BIM data, and tightly coupled integration with software tools, to provide an extensible enough system to integrate the current isolated software elements currently used within compliance checking processes. To test this approach, an architecture for an ecosystem of compliance services will be specified. To validate this architecture, a prototype version will be developed and validated against requirements derived from the weaknesses of current approaches. This validation has found that a distributed ecosystem can perform accurately and successfully, whilst providing advantages in terms of scalability and extensibility. This approach provides a route to the increased adoption of automated compliance checking, overcoming the issues of relying on one computer system/application to perform all aspects of this process. © 2023 The Author(s)",Scopus
Zhang R.; El-Gohary N.,Transformer-based approach for automated context-aware IFC-regulation semantic information alignment,2023,Automated code checking; Building codes; Building information modeling; Deep learning; Industry foundation classes; Information alignment; Transformers,"One of the main challenges of automated compliance checking systems is aligning the semantics of the building information models (BIMs), in Industry Foundation Classes (IFC) format, and the semantics of the regulations, in natural language, to allow for checking the compliance of the BIM with the regulations. Existing information alignment methods typically require intensive manual effort and their ability to deal with the complex regulatory concepts in the regulations is limited. To address this gap, this paper proposes a deep learning method for IFC-regulation semantic information alignment. The proposed method uses a relation classification model to relate and align the IFC and regulatory concepts. The method uses a transformer-based model and leverages the definitions of the concepts and an IFC knowledge graph to provide additional contextual information and knowledge for improved classification and alignment. The proposed method was evaluated on IFC concepts from IFC 4 and regulatory concepts from different building codes and standards. The experimental results showed good information alignment performance. © 2022 Elsevier B.V.",Scopus
Filardo M.M.; Debus P.; Melzner J.; Bargstädt H.-J.,Enhancing Information Requirement Compliance Through Automated Integration in a Modelling Environment,2024,,"Information requirements for project deliverables are a key component of the Building Information Modeling (BIM) method. Currently, they are defined mostly in a text-based manner with high-effort creation by the information receiver and high-effort interpretation by the information provider, making this process error-prone and highly inefficient. Developments to address the formal checking of project deliverables, such as the standards Information Delivery Specification (IDS) and Level of Information Need (LOIN), are ongoing. This paper proposes the integration of information requirements from standardization into a modelling environment. To that goal, an extension to a popular modelling environment (Archicad) was developed and tested with BIM professionals to validate its suitability for the proposed processual change (preponing the usage of information requirements to also cover the design and planning phase) as well as the coverage of the input information requirements (from LOIN and IDS XML-based files). Results show the successful integration of LOIN and IDS requirements into the modelling environment, their limitations for that use case, as well as feedback from BIM professionals. © 2024 Proceedings of the 31st International Workshop on Intelligent Computing in Engineering, EG-ICE 2024. All rights reserved.",Scopus
Karmakar A.; Delhi V.S.K.,Restructuring Elements in IFC Topology through Semantic Enrichment: A Case of Automated Compliance Checking,2023,Artificial Intelligence; Automatic Code Compliance Checking; Building Information Modeling; Industry Foundation Class; Semantic Enrichment,"The current trends exhibit that the construction industry is focusing on implementing the Building Information Model (BIM) to improve visual analyses, cost estimation, and information exchange. Though standards, requirements, and development control rules (DCR) govern the construction project lifecycle, only a few applications have been developed to investigate BIM’s capability in automated code compliance checking (ACCC). A significant amount of the existing application limits its checking capabilities to direct parameter values, easily extractable from a Building Information Model (BIM). On the other hand, a few clauses require implicit information to be extensively expressed in machine language for automated checking. Industry Foundation Classes (IFC) derived from BIM models lacks the relational connections of building elements required for extracting property values for automated checking. This study develops a model to restructure a topologically complex element relationship (i.e., sunshade projection width) in an IFC schema. Different categories of semantic enrichment tasks are performed for restructuring and to represent the required clause test values explicitly. The model’s performance was assessed on a test case concerning the clause requirements of the Unified Development Control and Promotion Regulations (UDCPR) code for Maharashtra, India. The compliance check method identified the sunshades in the developed model through simple if-then conditions. The method adopted in the study can be applied to similar code requirements to reduce the manual data preprocessing effort required from the architects and modelers, leading to enhanced penetration of ACCC in the industry. © ISARC 2023. All rights reserved.",Scopus
Mateus R.J.G.; Pinto F.S.; Fauth J.; Azenha M.; Granja J.; Veludo R.; Muniz B.; Reis J.; Marques P.,Improving Regulations for Automated Design Checking Through Decision Analysis Good Practices: A Conceptual Application to the Construction Sector,2024,Automation; Building Permit; Decision Analysis; Legal Drafting; Regulation,"Automating regulations is difficult because they were not drafted for computers. This article suggests decision analysis good practices to structure, analyze and support regulation drafting, namely: structuring rules using a means-ends objectives network, identifying the level at which rules should be set, developing performance measures for each fundamental objective, setting compliance thresholds based on the respective upper-level objectives and trade-offs, and monitoring and adapting rules. The approach is illustrated and validated through its theoretical application to Portuguese rights to light regulation. It proposes specific performance-based metrics on three fundamental objectives from this regulation: direct sunlight; natural daylight; and solar energy. Climate-based daylight simulation methods coupled with Building Information Modeling (BIM) provide the breakthrough to develop better performance-based metrics, rules, and building design optimization. © 2024, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Scopus
Doukari O.; Greenwood D.; Rogage K.; Kassem M.,"OBJECT-CENTRED AUTOMATED COMPLIANCE CHECKING: A NOVEL, BOTTOM-UP APPROACH",2022,Artificial Intelligence; Automation; BIM; Case study; Compliance Checking; Model Checking; Simulated Annealing Optimisation,"Building Information Modelling (BIM) is changing how built assets are delivered and operated. A built asset is represented as a set of objects, each with an identity, attributes, and relations. This object-oriented nature enables new approaches for ensuring compliance with a range of requirements: e.g. industry guidelines; project and client-specific requirements; and building codes and standards. Furthermore, bottom-up design approaches are known to be more suitable for quality control and design errors detection. Based on an adapted version of simulated annealing concept, this paper proposes an automated compliance checking classification and identifies a set of desired characteristics these methods should fulfil. It then demonstrates a bottom-up object-centred approach for automated model checking and the corresponding plugin prototype. The approach and the prototype enable four key processes and satisfy all desired characteristics of compliance checking methods including content validation, model completeness, smart object, and design option checking. To demonstrate the feasibility and accuracy of the approach, two case studies are processed using existing BIM objects libraries one of which is created by a major French manufacturer. All four steps were successfully completed, and the results show savings of around 125 minutes per object between the automated approach and traditional manual methods of working. © 2022 The author(s).",Scopus
Gao H.; Zhong B.; Luo H.; Chen W.,Computational Geometric Approach for BIM Semantic Enrichment to Support Automated Underground Garage Compliance Checking,2022,Building information modeling; Compliance checking; Computational geometry; Semantic enrichment; Underground garage,"The need for manual semantic annotation to domain-specific building information modeling (BIM) models limits the application of BIM technology in various architecture, engineering, and construction fields. BIM semantic enrichment refers to a procedure that can identify missing information and improve interoperability across different applications. The need for semantic enrichment of BIM models is often emphasized in the literature; however, few studies have shown the potential of semantic enrichment approaches in dealing with problems in real-world cases. To provide an empirical demonstration in the practice, an example of BIM semantic enrichment for supporting underground garage compliance checking is selected as a case study. Geometric reasoning is one of the effective approaches to enhance semantic information in BIM models to support real-world applications. In this study, a computational geometric approach is developed to demonstrate how geometric information can be extracted and used to infer missing semantics in underground garage BIM models. A prototype system is developed, and real underground garage BIM models are used to validate the effectiveness of the proposed approach. The contribution of this study is that it provides the detailed implementation of performing geometric reasoning to enhance BIM semantics in real-world cases. Additionally, the findings of this case study show that the proposed computational geometric approach has the potential to enhance the semantics of BIM models to support decision making in real-world engineering problems, and the developed algorithms can be used to automate the compliance checking process of the underground garage. © 2021 American Society of Civil Engineers.",Scopus
Dritsas S.; Yeo K.; Lee C.,EXTRACTING SPATIAL STRUCTURE FROM BUILDING INFORMATION MODELS,2024,Automated Extraction; Building Information Modelling; Spatial Structure,"The objective of this work is to automatically extract the spatial structure from Building Information Models for subsequently performing building circulatory analysis and regulatory building code compliance checking. This article presents the model comprehension methods employed, the challenges faced, and the solutions developed. We highlight the conceptual and technical limitations of current BIM paradigms and discuss how they may be improved. © 2024 and published by the Association for Computer-Aided Architectural Design Research in Asia (CAADRIA), Hong Kong.",Scopus
Akaichi I.; Flouris G.; Fundulaki I.; Kirrane S.,GUCON: A Generic Graph Pattern Based Policy Framework for Usage Control Enforcement,2023,Deontic Rules; Enforcement; Policy; Reasoning; Usage Control,"Robust Usage Control (UC) mechanisms are necessary to protect sensitive data and resources, especially when these are distributed across multiple nodes or users. Existing solutions have limitations in expressing and enforcing usage control policies due to difficulties in capturing complex requirements and the lack of formal semantics necessary for automated compliance checking. To address these challenges, we propose GUCON, a generic policy framework that allows for the expression of and reasoning over granular UC policies. This is achieved by leveraging the expressiveness and semantics of graph pattern expressions, as well as the flexibility of deontic concepts. Additionally, GUCON incorporates algorithms for conflict detection, resolution, compliance and requirements checking, ensuring active policy enforcement. We demonstrate the effectiveness of our framework by proposing instantiations using SHACL, OWL and ODRL. We show how instantiations provide a bridge between abstract formalism and concrete implementations, thus allowing existing reasoners and implementations to be leveraged. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Scopus
Karmakar A.; Patel C.; Kumar Delhi V.S.,From Unstructured Data to Knowledge Graphs: An Application for Compliance Checking Problem,2024,Artificial Intelligence; Code Compliance Checking; Knowledge Graphs,"The rule requirements of a building code are frequently violated to create financially viable designs. These deviations are subjected to condonation by the municipal commissioner if recognizable hardships are faced. The historical concession applications for similar cases are stored in an unstructured manner, creating a barrier to knowledge transfer. The subjective statements given by applicants are composed of logical structure, language, and embedded knowledge that requires years of experience from the domain expert to decipher. A knowledge graph (KG) representation of the problem can capture concepts and represent them visually, which is easy for novice stakeholders to understand. A Large Language Model (LLM)-based method is used in this study for ontology extraction in the form of concepts and relationships. Also, unstructured input preprocessing and entity disambiguation were performed to evaluate the applicability of KG in this domain. The performance of the proposed method was checked qualitatively in a case study from real-life project examples. The limitations and scopes for improvements were also highlighted. The outcome of this study indicates KG as a potential candidate for knowledge generation from the unstructured archival data of compliance checking. The target audience for this application can be the new architects, reviewers, and programmers working on developing the end-to-end automated compliance checking systems. Finally, applying these Artificial Intelligence (AI)-based knowledge transfer mechanisms can ignite future research on automated concession applications and approvals, laying a path to the digital transformation of the industry. © 2024 ISARC. All Rights Reserved.",Scopus
Zhu X.; Li H.; Xiong G.; Song H.,Automated Qualitative Rule Extraction Based on Bidirectional Long Short-Term Memory Model,2022,,"Digital transformation in the construction industry demands smart compliance checking against relevant standards to ensure high-quality project delivery. Due to the diverse characteristics, the qualitative rule extraction for standards remains labour intensive. Therefore, an efficient and automated rule extraction method is pivotal. The artificial neural network has been widely used for textual feature extraction in recent years. In this paper, the authors construct an automated rule extractor based on a bidirectional Long short-term memory (LSTM) neural network model, which can automate the extraction of qualitativerules in textual standards and achieves an accuracy of 96.5% in actual tests. The automated rule extractor can greatly improve the efficiency of converting unstructured textual rules to structured data. This approach can establish the basis for knowledge mining of qualitative standards as well as the development of large-scale compliance checking systems. © 2022 29th EG-ICE International Workshop on Intelligent Computing in Engineering. All Rights Reserved.",Scopus
Amantea I.A.; Governatori G.; Quaranta M.; Molinari M.,Automated Compliance Checking for Medical Rosters,2025,AI; Compliance; Healthcare,"Healthcare systems encounter significant challenges in operational optimization. One critical area is hospital scheduling, especially regarding staff assignments across various medical departments, where existing tools often fall short. This paper presents a method for automating shift compliance using a rule-based system that employs Deontic Defeasible Logic (DDL). © 2025 The Authors.",Scopus
Johansen K.W.; Teizer J.; Schultz C.,Automated rule-based safety inspection and compliance checking of temporary guardrail systems in construction,2024,Automated construction safety inspection; Construction safety ontology; Continuous inspection; Digital safety rule-checking and reasoning; Fall protection systems; Human-assisted decision-making software tools; Photogrammetry; Point cloud data; Rule-based inference,"The construction industry records more hazards compared to any other sector. Protective equipment, such as guardrail systems, is essential for protecting workers from deadly falls but may quickly become incompliant after installation. Yet, many construction projects do not have the resources to dedicate personnel to perform the inspection as frequently as needed. Therefore, this paper proposes an automated rule-based inspection and compliance-checking system that can assist the responsible personnel in detecting faulty guardrails in live work environments. The classification approach utilizes safety design and mimics the steps of human guardrailing compliance assessment, which enforces simplicity and transparency, allowing the human domain expert to remain in control. Even under scarce data availability, this first-of-a-kind classification approach is reliable and scalable and successfully classifies 21 predefined and 9 validation scenarios of guardrail systems for fall protection. © 2024 The Author(s)",Scopus
Zhang R.; El-Gohary N.,Hierarchical Representation and Deep Learning-Based Method for Automatically Transforming Textual Building Codes into Semantic Computable Requirements,2022,Code checking; Deep learning; Requirement representation; Semantic relation extraction; Semi-supervised learning,"Most of the existing automated compliance checking (ACC) systems are unable to fully automatically convert building-code requirements, especially requirements that have hierarchically complex semantic and syntactic structures, into computer-processable forms. The state-of-the-art rule-based ACC methods that are able to deal with complex requirements are based on information extraction and transformation rules, which are inflexible when applied to different types of regulatory documents. More research is thus needed to develop a flexible method to automatically process and understand requirements to support the downstream tasks in ACC systems, such as information matching and compliance reasoning. To address this need, this paper proposes (1) a new representation of requirements, the requirement hierarchy, and (2) a deep learning-based method to automatically extract semantic relations between words from building-code sentences, which are used to transform the sentences into such hierarchies. The proposed method was evaluated using a corpus of sentences from multiple regulatory documents. It achieved high semantic relation and requirement hierarchy extraction performance.  © 2022 American Society of Civil Engineers.",Scopus
Recski G.; Iklódi E.; Lellmann B.; Kovács Á.; Hanbury A.,BRISE-plandok: a German legal corpus of building regulations,2025,Annotation; Automated compliance checking; Deontic logic; Rule corpus; Rule extraction; Rule-based methods,"We present the BRISE-Plandok corpus, a collection of 250 text documents with a total of over 7000 sentences from the Zoning Map of the City of Vienna, annotated manually with formal representations of the rules they convey. The generic rule format used by the corpus enables automated compliance checking of building plans, a process developed as part of the BRISE (https://smartcity.wien.gv.at/en/brise/) project. The format also allows for conversion to multiple logic formalisms, including dyadic deontic logic, enabling automated reasoning. Annotation guidelines were developed in collaboration with experts of the city’s building inspection office, describing nearly 100 domain-specific attributes with examples. Each document was annotated independently by two trained annotators and subsequently reviewed by the authors. A rule-based system for the automatic extraction of rules from text was developed and used in the annotation process to provide suggestions. The reviewed dataset was also used to train a set of baseline machine learning models for the task of attribute extraction, the main step in the rule extraction process. Both the rule-based system and the ML baselines are evaluated on the annotated dataset and released as open-source software. We also describe and release the framework used for generating and parsing the interactive xlsx spreadsheets used by annotators. © The Author(s) 2024.",Scopus
,"International workshops which were held in conjunction with 5th International Conference on Process Mining, ICPM 2023",2024,,The proceedings contain 38 papers. The special focus in this conference is on Process Mining. The topics include: NICE: The Native IoT-Centric Event Log Model for Process Mining; CaseID Detection for Process Mining: A Heuristic-Based Methodology; parallelism-Based Session Creation to Identify High-Level Activities in Event Log Abstraction; From OCEL to DOCEL – Datasets and Automated Transformation; event Knowledge Graphs for Auditing: A Case Study; turning Logs into Lumber: Preprocessing Tasks in Process Mining; improving Precision in Process Trees Using Subprocess Tree Logs; generating Process Anomalies with Markov Chains: A Pattern-Driven Approach; sparse Mixtures of Shallow Linear Experts for Interpretable and Fast Outcome Prediction; understanding the Impact of Design Choices on the Performance of Predictive Process Monitoring; discovering Process-Based Drivers for Case-Level Outcome Explanation; detecting Anomalous Events in Object-Centric Business Processes via Graph Neural Networks; uncovering the Hidden Significance of Activities Location in Predictive Process Monitoring; using Process Mining to Explore the Impact of Socio-economic Status on the Treatment of Musculoskeletal Disorders – A Case Study; identifying Variation in Personal Daily Routine Through Process Mining: A Case Study; investigating an Ontology-Informed Approach to Event Log Generation in Healthcare; I-PALIA: Discovering BPMN Processes with Duplicated Activities for Healthcare Domains; enhancing Clinical Insights: Knowledge-Intensive and Context-Sensitive Process Instance Visualization in Health Care; hypergraphs for Frailty Analysis Research Paper; ontology-Based Multi-perspective Process Mining in Laboratories: A Case Study; clinical Event Knowledge Graphs: Enriching Healthcare Event Data with Entities and Clinical Concepts - Research Paper; error-Correcting Methodology for Evaluating Compliance to Clinical Guidelines: A Case Study on Rectal Cancer; exploring Gamification in Process Mining Education: Towards a Playful and Engaging Approach; process Mining Techniques for Collusion Detection in Online Exams; evidence-Based Student Career and Performance Analysis with Process Mining: A Case Study; extracting Rules from Event Data for Study Planning; LLMs and Process Mining: Challenges in RPA; checking Constraints for Object-Centric Process Executions.,Scopus
Elakas A.; Tarlan O.; Safak I.; Kalkan K.; Sozer H.,Towards Test Automation for Certification Tests in the Banking Domain,2023,banking domain; certification tests; industrial case study; network topology; software-defined network; Test automation,"Software systems in the banking domain are business-critical applications that provide financial services. These systems are subject to rigorous certification tests, which are performed manually, and take weeks to complete. In this paper, we suggest that automation of the certificate tests are possible and it will save a considerable amount of time. A certification testing operation which can take a few weeks can be reduced to a few seconds. Firstly, we review the existing test activities to identify the ones that can be automated and introduce a prototype tool for automating some of the tests used for certification. We focus on rules that are verified by analyzing the banking infrastructure. Our tool takes the network topology of the banking infrastructure as input and verifies a subset of these rules. The tool can be extended with additional rules in order to reduce the effort for certification tests. In addition to this tool, we introduce softwaredefined network-based tests to automatically verify compliance with the rules by checking the firewall constraints and host connections. In particular, we focus on a security certification standard named Payment Card Industry Data Security Standard. This certification aims to reduce the risk of data breaches in cardholder data by ensuring industry standard practices for payment card transactions. Our tool offers effort reduction in auditing through automation. It supports continuous auditing and network security enhancement processes. © 2023 IEEE.",Scopus
Xiang Y.; Lin P.; Luo Y.; Ning Z.; Liu Y.; Liu K.,Integrating Knowledge Graph and Large Language Model for Safety Management Regulatory Texts,2025,Automated compliance checking; Knowledge graph; Large language model; Safety management,"The safety management in the infrastructure industry is governed by a variety of regulatory documents and management codes. However, the current regulation compliance checking often relies on manual or exhaustive matching methods, which can result in issues such as inconsistent rating scales, artificial manipulation, and time-consuming procedures. Therefore, this study presents a novel approach that integrates knowledge graph (KG) and large language model (LLM) to facilitate knowledge mining and application in safety management regulatory texts. First, a semantic expression framework is established to represent the domain knowledge of regulatory texts. Subsequently, considering the requirements of rule interpretation, knowledge extraction is carried out on the regulatory texts to obtain KG. Then, based on the prompt-tuning, the KG is leveraged to enhance LLM’s inference of regulatory documents and management codes. Finally, a safety management workflow based on automatic rule interpretation is proposed and successfully applied to a hydropower project. The results demonstrate that this method can effectively enhance the interpretability of safety management codes and reduce reliance on domain experts. This study substantiates the effectiveness of integrating KG and LLM for knowledge mining and application. This work can provide a practical reference for enhancing automated and intelligent safety management in the infrastructure industry. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",Scopus
Irani Liu E.; Althoff M.,Specification-Compliant Driving Corridors for Motion Planning of Automated Vehicles,2023,Automated vehicles; model checking; motion planning; reachability analysis; temporal logic; traffic rules,"It is crucial for automated vehicles to explicitly comply with specifications, including traffic rules, to ensure their safe and effective participation in road traffic. Such compliance is also essential for vehicle manufacturers to avoid liability claims in the event of accidents. We propose a novel approach addressing the problem of specification-compliant motion planning for automated vehicles. Our approach couples set-based reachability analysis with automata-based model checking and outputs specification-compliant driving corridors. These driving corridors serve as motion planning constraints and expedite the generation of trajectories complying with specifications expressed in metric temporal logic. In contrast to existing works, our approach efficiently and exhaustively verifies all driving corridors of an automated vehicle, leveraging mature model checking techniques. We demonstrate the applicability, effectiveness, and efficiency of our approach using various specifications on scenarios from the CommonRoad benchmark suite. Moreover, we benchmark the performance of our prototype against multiple scenarios, indicating that our approach is real-time capable.  © 2016 IEEE.",Scopus
Bhuiyan H.; Governatori G.; Bond A.; Rakotonirainy A.,Traffic rules compliance checking of automated vehicle maneuvers,2024,Automated vehicle; Defeasible deontic logic; Logical reasoning; Ontology knowledge base; Overtaking maneuver; Traffic rule formalization,"Automated Vehicles (AVs) are designed and programmed to follow traffic rules. However, there is no separate and comprehensive regulatory framework dedicated to AVs. The current Queensland traffic rules were designed for humans. These rules often contain open texture expressions, exceptions, and potential conflicts (conflict arises when exceptions cannot be handled in rules), which makes it hard for AVs to follow. This paper presents an automatic compliance checking framework to assess AVs behaviour against current traffic rules by addressing these issues. Specifically, it proposes a framework to determine which traffic rules and open texture expressions need some additional interpretation. Essentially this enables AVs to have a suitable and executable formalization of the traffic rules. Defeasible Deontic Logic (DDL) is used to formalize traffic rules and reasoning with AV information (behaviour and environment). The representation of rules in DDL helps effectively in handling and resolving exceptions, potential conflicts, and open textures in rules. 40 experiments were conducted on eight realistic traffic scenarios to evaluate the framework. The evaluation was undertaken both quantitatively and qualitatively. The evaluation result shows that the proposed framework is a promising system for checking Automated Vehicle interpretation and compliance with current traffic rules. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.",Scopus
Simić A.; Palma D.,Using Knowledge Graphs to Automate Network Compliance of Containerized Services,2024,Formalisms and Methods; Infrastructure protection; Knowledge Management; Knowledge Representation; Ontologies,"Information and Communication Technology (ICT) infrastructures are increasingly adopting software-based approaches, using paradigms such as Infrastructure as Code (IaC). This is aligned with the design of modern systems, such as 5G with the use of Virtual Network Functions (VNFs) and containerized services, combining the expertise and participation of various stakeholders from diverse cultural and educational backgrounds, potentially across different organizations. To create a common understanding of containerized networking infrastructures, we developed an ontology that allows a unified representation of core networking concepts. By enriching pre-deployment tasks with semantics, we universally represented and verified different network policies based on formal logic. To validate our approach, we constructed two knowledge graphs using open-source 5G Core Network implementations and demonstrated the potential of our approach by checking for compliance with automated reasoning. Using our defined rules, we extracted knowledge about non-compliant services and made inferences based on the well-defined concepts in the ontology. Our findings suggest that different network security policies can be integrated into each knowledge base, contributing to autonomic and cognitive management of future infrastructures. This can potentially provide more reliable IaC definitions, improve machine interpretation of IaC deployments, and assist human actors in making better-informed decisions.  © 2024 IFIP.",Scopus
