Title,Authors,Year,DOI or URL,Abstract,Source,DOI,DOI/URL,title,authors,year,doi or url,abstract,source,doi,doi/url
From Complexity to Clarity: AI/NLP’s Role in Regulatory Compliance,Jivitesh Jain; Nivedhitha Dhanasekaran; Mona T. Diab,2025,,"This survey examines the state of automated data compliance and how NLP, especially large language models, can help address its challenges. Regulatory data compliance is increasingly critical yet complex. Recent NLP advances (particularly LLMs) offer new solutions for automating compliance tasks—like analyzing privacy policies, verifying systems against regulations, and QA on legal rules. We review key challenges (adaptability, completeness, trust) and discuss how LLMs and standardized evaluation frameworks could overcome current limitations. Future research directions are proposed to improve data compliance automation, emphasizing human-AI collaboration and robust evaluation:contentReference[oaicite:6]{index=6}.",Findings of the ACL 2025 (Association for Computational Linguistics),,https://aclanthology.org/2025.findings-acl.1366,,,,,,,,
Building the Blueprint for AI-Powered Compliance Checking: Analyzing ChatGPT-4 & Gemini by Question Category in Engineering Regulations,Entesar Al Nama; Maqsood Mahmud,2025,,"This paper explores the use of question-and-answer (Q&A) models, leveraging LLMs (ChatGPT-4 and Google Gemini), to improve access to and understanding of engineering regulations in Bahrain. The authors compare ChatGPT-4 and Gemini across five types of questions (factual, critical, hypothetical, open-ended, comparison) related to a national engineering law. Both LLMs performed well on factual queries (ChatGPT-4: ~94% correct; Gemini: ~89%) and hypothetical scenarios, with ChatGPT-4 generally achieving higher accuracy across categories (and 100% on open-ended questions). However, both models struggled with fully answering comparison questions. The findings suggest fine-tuning ChatGPT-4 could further assist engineers in navigating complex regulatory requirements:contentReference[oaicite:7]{index=7}:contentReference[oaicite:8]{index=8}.","Advances in IT in Civil and Building Engineering (Proc. ICCCBE 2024), Lecture Notes in Civil Engineering vol. 629, Springer",,10.1007/978-3-031-87364-5_25,,,,,,,,
A Compliance Checking Framework Based on Retrieval Augmented Generation,Jingyun Sun; Zhongze Luo; Yang Li,2025,,"Text-based compliance checking verifies if a company’s business processes comply with relevant laws and standards using NLP. Prior approaches either use explicit logic (precise but inflexible) or semantic embeddings (flexible but losing structure). To get the best of both, this work proposes a Retrieval-Augmented Generation (RAG) framework that combines a static knowledge layer, a dynamic regulatory/business process layer, and a computational retrieval-reasoning layer. Regulatory documents are structured using an event-centric graph (focusing on actions and states rather than just entities). Experiments on Chinese and English compliance datasets show that the RAG-based framework, which incorporates structured knowledge and LLMs, achieves state-of-the-art performance, outperforming baseline methods:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10}.","Proceedings of the 31st International Conference on Computational Linguistics (COLING 2024), 2025",,https://aclanthology.org/2025.coling-main.178,,,,,,,,
AI-Driven Regulatory Compliance: Transforming Financial Oversight through Large Language Models and Automation,Hariharan Pappil Kothandapani,2025,,"This article discusses how AI, especially LLMs, is reshaping financial regulatory compliance. It highlights key AI-driven innovations such as real-time transaction monitoring (for fraud detection), automated regulatory updates via NLP, and text-to-code translation of regulations into executable rules. By leveraging these, financial institutions can improve accuracy, reduce manual effort, and stay agile with evolving rules. The paper also addresses challenges like explainability, algorithmic bias, and integration issues with legacy systems. It concludes that a balanced approach—combining advanced AI with proper oversight—is needed to build robust, transparent, and effective compliance systems in finance:contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12}.","Emerging Science Research, Vol. 3, January 2025, pp.12-24",,https://emergingpub.com/index.php/sr/article/view/48,,,,,,,,
"Object-centred automated compliance checking: a novel, bottom-up approach",Omar Doukari; David Greenwood; Kay Rogage; Mohamad Kassem,2022,https://doi.org/10.36680/j.itcon.2022.017,"Building Information Modelling (BIM) is changing how built assets are delivered and operated. A built asset is represented as a set of objects, each with an identity, attributes, and relations. This object-oriented nature enables new approaches for ensuring compliance with a range of requirements (e.g., industry guidelines; project and client-specific requirements; and building codes and standards). Based on an adapted version of a simulated annealing concept, this paper proposes an automated compliance checking classification and identifies a set of desired characteristics these methods should fulfill. It then demonstrates a bottom-up object-centred approach for automated model checking and the corresponding plugin prototype. To demonstrate the feasibility and accuracy of the approach, two case studies were processed using existing BIM object libraries, and results show significant time savings compared to traditional manual methods:contentReference[oaicite:0]{index=0}:contentReference[oaicite:1]{index=1}",Journal of Information Technology in Construction (ITcon):contentReference[oaicite:2]{index=2},,,,,,,,,,
Rule capture of automated compliance checking of building requirements: a review,Zijing Zhang; Ling Ma; Tim Broyd,2023,https://doi.org/10.1680/jsmic.23.00005,"In the architecture, engineering and construction (AEC) industry, building design needs to be checked against regulations before it can be finalized and progress to construction. The traditional manual compliance checking process is error-prone and time-consuming. As a solution, automated compliance checking (ACC) was proposed. Rule capture is a crucial bottleneck of ACC. Despite many studies in this domain, no research has synthesized the themes or identified future research opportunities. This paper conducts a systematic literature review focusing on rule capture in ACC and identifies challenges in the field. Findings reveal that the current rule representation development process lacks a methodological framework, cannot represent “unknowns” or “side-effects,” struggles with ambiguous rules, and is often limited by rule engines or data models:contentReference[oaicite:3]{index=3}:contentReference[oaicite:4]{index=4}",Proceedings of the ICE – Smart Infrastructure and Construction:contentReference[oaicite:5]{index=5},,,,,,,,,,
NLP-based Automated Compliance Checking of Data Processing Agreements against GDPR,Orlando Amaral Cejas; Muhammad Ilyas Azeem; Sallam Abualhaija; Lionel Briand,2023,https://doi.org/10.1109/TSE.2023.3288901,"When a data processor differs from the data controller, their processing agreement (DPA) must comply with the EU GDPR. Manual checking of DPA compliance is challenging due to the convoluted language and ambiguity of legal texts. This paper proposes an automated solution to check a given DPA against GDPR requirements. We first extract “shall” requirements from GDPR relevant to DPAs and compile a glossary of legal concepts. Then, leveraging natural language processing (NLP), we automatically generate phrasal representations of the DPA’s text and compare them to predefined representations of the GDPR requirements. The approach assesses GDPR compliance and recommends missing information. In evaluations on 30 real DPAs, the approach detected 618 of 750 true violations with 76 false positives, achieving ~89.1% precision, 82.4% recall, and 84.6% accuracy (improving to ~94% with minimal manual verification):contentReference[oaicite:6]{index=6}:contentReference[oaicite:7]{index=7}",IEEE Transactions on Software Engineering:contentReference[oaicite:8]{index=8}:contentReference[oaicite:9]{index=9},,,,,,,,,,
Automated code compliance checking research based on BIM and knowledge graph,Junlong Peng; Xiangjun Liu,2023,https://doi.org/10.1038/s41598-023-34342-1,"Automated code compliance checking plays an important role in advancing the construction industry. While traditional drawing reviews rely on human experts, this study aims to achieve automatic code review using Building Information Modeling (BIM) and knowledge graph technology. We use knowledge graphs to transform textual code provisions into a structured, computer-recognizable format via natural language processing. BIM model data are exported and converted to a Resource Description Framework, after which compliance rules are applied to generate a review report. An example demonstrates the method’s feasibility, effectively addressing the manual dependency and inefficiency of current review processes:contentReference[oaicite:10]{index=10}:contentReference[oaicite:11]{index=11}",Scientific Reports (Nature):contentReference[oaicite:12]{index=12},,,,,,,,,,
Semi-automatic representation of design code based on knowledge graph for automated compliance checking,Mingsong Yang; Qin Zhao; Lei Zhu; Haining Meng; Kehai Chen; Zongjian Li; Xinhong Hei,2023,https://doi.org/10.1016/j.compind.2023.103945,"Automated compliance checking (ACC) verifies whether designs comply with building codes. Interpreting complex design code provisions into a computer-processable form is a major challenge. This study presents a semi-automated approach to represent design codes using a knowledge graph, facilitating ACC. It combines manual and automated techniques for rule capture, aiming to reduce reliance on intensive expert involvement. A case study demonstrates that the proposed knowledge graph-based representation can effectively encode structural design code rules, enabling an ACC system to check structural calculations in openBIM format:contentReference[oaicite:13]{index=13}:contentReference[oaicite:14]{index=14}",Computers in Industry:contentReference[oaicite:15]{index=15},,,,,,,,,,
Semantic web-based automated compliance checking with integration of Finite Element analysis,Panagiotis Patlakas; Ioannis P. Christovasilis; Lorenzo Riparbelli; Franco K.T. Cheung; Edlira Vakaj,2024,https://doi.org/10.1016/j.aei.2024.102448,"Automatic compliance checking (ACC) is a promising approach to ensure designs meet building and planning regulations, especially with Building Information Modeling (BIM). However, little work has integrated computational engineering methods like Finite Element Analysis (FEA) into ACC. This paper proposes a holistic approach incorporating FEA into the Industry Foundation Classes (IFC) schema and using a Semantic Web-based system for ACC. We introduce the Building Compliance Ontology (BCO) to capture all aspects of regulatory compliance, focusing on modeling regulatory statements rather than just building components. In a case study on a modular steel structure’s design code compliance, we enrich an IFC model with FEA results and implement ACC checks using SHACL. The approach automatically verifies compliance by executing SHACL rules in a Semantic Web environment:contentReference[oaicite:17]{index=17}:contentReference[oaicite:18]{index=18}",Advanced Engineering Informatics:contentReference[oaicite:19]{index=19},,,,,,,,,,
Automated Compliance Checking System for Structural Design Codes in a BIM Environment,Wonhui Goh; Jaeguk Jang; Sang I. Park; Bong-Hyuck Choi; Heuiseok Lim; Goangseup Zi,2024,https://doi.org/10.1007/s12205-024-1121-5,"This study proposes a framework for an automated compliance checking (ACC) system to verify structural calculations in an openBIM model. The framework has four main components: (1) classification of design codes by structural component and limit state; (2) preparation of a structural model using Industry Foundation Classes; (3) translation of code provisions into a machine-readable rule language; and (4) design of an ACC system focusing on rule flow for structural design codes. We demonstrate the framework with a case of checking the strength and serviceability of a prestressed concrete bridge girder. Using ifcOWL, SWRL, and a Drools inference engine, the ACC system successfully verified the bridge design. The proposed framework can guide development of ACC systems in structural engineering and can be customized for various design codes and data sources:contentReference[oaicite:20]{index=20}:contentReference[oaicite:21]{index=21}",KSCE Journal of Civil Engineering:contentReference[oaicite:22]{index=22}:contentReference[oaicite:23]{index=23},,,,,,,,,,
Automated Building Information Modeling Compliance Check through a Large Language Model Combined with Deep Learning and Ontology,Nanjiang Chen; Xuhui Lin; Hai Jiang; Yi An,2024,https://doi.org/10.3390/buildings14071983,"Ensuring compliance with complex industry standards and regulations during building design is challenging with manual methods. This paper leverages natural language processing and deep learning to improve rule interpretation and compliance checking in the BIM domain. However, traditional approaches require extensive feature engineering and large labeled datasets. We propose an innovative automated compliance checking framework integrating a large language model (LLM), deep learning classifiers, and an ontology-based knowledge model. The LLM’s few-shot learning capability reduces the need for large annotated datasets, and a deep learning model pre-classifies regulatory text to improve the LLM’s information extraction accuracy. This combination automates processing of regulatory texts with minimal manual intervention, providing a scalable and adaptable solution for compliance checking in construction:contentReference[oaicite:24]{index=24}:contentReference[oaicite:25]{index=25}",Buildings (MDPI):contentReference[oaicite:26]{index=26}:contentReference[oaicite:27]{index=27},,,,,,,,,,
Moving automated compliance checking to the operational phase of the building life-cycle: analysis and feasibility study in the UK,Thomas Beach; Jonathan Yeung; Ali Ghorghi; Yacine Rezgui,2024,https://doi.org/10.1080/15623599.2024.2366727,"Construction regulations ensure baseline safety for built assets, but formal compliance checks currently occur only at certain stages (design, construction, etc.). This paper explores extending compliance checking throughout the operational phase of a building’s life-cycle by leveraging digitization and automation. We propose using automated and semi-automated data capture and analysis to perform continuous compliance checks in operation. The feasibility is evaluated through literature review, regulatory analysis, and proof-of-concept tests. Results indicate that whole-life compliance checking is increasingly important to monitor high-risk assets, but purely manual inspections are impractical and costly for operational checks. There are many viable use cases and available technologies to implement this approach, highlighting the potential for improved safety and maintenance through automated operational compliance monitoring:contentReference[oaicite:28]{index=28}:contentReference[oaicite:29]{index=29}",International Journal of Construction Management:contentReference[oaicite:30]{index=30},,,,,,,,,,
Automating Compliance Evidence Extraction with Machine Learning,Sunday O. Olatunji; Abdulrahman S. Almuhaidib; Abdulaziz S. Alhuwaishil; Ahmad S. Alarfaj; Khalifah W. Alzwaimel; Hassan A. Alsaleem; Abdulaziz A. Alsudais; Naeem M. Owaida; Fahd A. Alhaidari; Sghaier R. Chabani,2025,https://doi.org/10.1007/978-981-97-8588-9_3,"This paper reviews the intersection of cybersecurity and machine learning in automating compliance evidence extraction. It highlights the potential of automation to improve efficiency and reliability in compliance processes. The study focuses on how machine learning algorithms can analyze documents to determine if they meet prescribed evidence standards, addressing the challenge of manually reviewing voluminous compliance documentation. It surveys nine recent studies, examining the machine learning methods, datasets, and outcomes for automating compliance checks. The paper concludes that using machine learning for compliance assessment can save time, reduce costs, and improve accuracy in cybersecurity compliance evaluations:contentReference[oaicite:31]{index=31}:contentReference[oaicite:32]{index=32}","Proceedings of the 1st Int. Conf. on Creativity, Technology, and Sustainability (CCTS 2024):contentReference[oaicite:33]{index=33}",,,,,,,,,,
,,,,,,,,"Automated Compliance Checking in the AEC Industry: A Review of Current State, Opportunities and Challenges",Muhammad Yamusa; Jamiu Dauda; Saheed Ajayi; Abdullahi B. Saka; Adekunle S. Oyegoke; Waris Adebisi; Zainab T. Jagun,2024,https://doi.org/10.2139/ssrn.5053757,"Automated Compliance Checking (ACC) is continuously gaining traction in improving the efficiency and precision of regulatory compliances within the AEC sector. Thus, this research presents a comprehensive review of the current state of ACC, emphasising its application domains, techniques, challenges and opportunities. The review reveals that ACC is currently being applied in multiple domains including building design analysis, energy efficiency, construction safety and fire safety. ACC systems employ techniques such as artificial intelligence (deep learning, machine learning, and natural language processing), graph-based methods, semantic enrichment and representation, and general rule representation analysis. The review identifies technological constraints and integration difficulties as the main challenges facing ACC implementation. The potential opportunities for ACC include integration with enhanced technologies, expanding application domains, collaborations and standardisations. This study addresses existing knowledge gaps and enhances the understanding of ACC’s role and impact, steering future research towards innovative approaches and improved implementation strategies:contentReference[oaicite:0]{index=0}:contentReference[oaicite:1]{index=1}",Preprint (SSRN):contentReference[oaicite:2]{index=2},,
,,,,,,,,Semantic web-based automated compliance checking with integration of Finite Element analysis,Panagiotis Patlakas; Ioannis Christovasilis; Lorenzo Riparbelli; Franco K. T. Cheung; Edlira Vakaj,2024,https://doi.org/10.1016/j.aei.2024.102448,"Automatic Compliance Checking (ACC) is a promising response to the challenges involved in meeting building and planning regulations, and is increasingly utilised in the context of Building Information Modelling (BIM) and Industry Foundation Classes (IFC). However, engineers often use computational methods such as Finite Element Analysis (FEA) to solve challenging engineering problems, which have received little attention in the context of ACC and BIM. This work proposes a holistic approach integrating FEA into the IFC schema and utilising a Semantic Web-based system for ACC. A top-level ontology, the Building Compliance Ontology (BCO), is proposed to cover all aspects of compliance in the built environment – one novelty is that it models statements in the building regulations (as opposed to the common approach of modelling building components). To evaluate this process, a real-world case is used: checking compliance of structural members of a modular steel structure with structural design codes. An open-source solver is utilised for FEA, and the IFC model is enriched with its results via an open-source middleware. BCO is extended to structural engineering, and appropriate ACC classes and SHACL checks are implemented. Compliance is checked automatically by running SHACL scripts in a Semantic Web environment:contentReference[oaicite:3]{index=3}:contentReference[oaicite:4]{index=4}",Advanced Engineering Informatics:contentReference[oaicite:5]{index=5},,
,,,,,,,,Lessons Learned on Adopting Automated Compliance Checking in AEC Industry: A Global Study,Yang Zou; Brian H.W. Guo; Eleni Papadonikolaki; Johannes Dimyadi; Lei Hou,2023,https://doi.org/10.1061/JMENEA/MEENG-5051,"Over the last decades, numerous Automated Compliance Checking (ACC) systems have been developed. However, ACC is still not broadly used in practice, and little is known about how it can be better accepted by end users. This paper reports on a multiple-case study to learn valuable lessons from recent attempts to adopt ACC systems worldwide. Eighteen semi-structured interviews were conducted with twenty experts from eight countries, and supplementary data (documents, product information, literature) for each case were collected. The interview data were coded to develop prominent themes, and through cross-case analysis, twelve key variables influencing ACC adoption were identified. Three path models explaining the interrelationships between these variables and ten propositions guiding future ACC adoption were deduced. The results indicate that governments should play an important role in facilitating ACC adoption through funding, policies, and incentives. The study also provides valuable information to software vendors for delivering ACC systems that meet industry needs, and offers guidance for innovation managers to develop appropriate ACC technology adoption plans:contentReference[oaicite:6]{index=6}:contentReference[oaicite:7]{index=7}",Journal of Management in Engineering:contentReference[oaicite:8]{index=8},,
,,,,,,,,Automated Compliance Checking Situation in Health and Safety Management in UK’s Infrastructure Sector,Zijing Zhang; Algan Tezel; Maxwell F. Antwi-Afari; Tala Kasim; Doug Potter,2024,https://doi.org/10.35490/EC3.2024.285,"Despite intensive research efforts in developing automated compliance checking (ACC) systems for improved health and safety (H&S) outcomes, existing research has mainly focused on technical aspects and the building sector, while social and organisational aspects of ACC in the infrastructure sector are lacking. To address this gap, this study uses a case study to explore the issues and readiness for implementing ACC in H&S within a design organisation in the UK’s infrastructure sector. The findings show low readiness with issues in four main aspects, and suggestions are proposed for improvement. This research contributes by identifying gaps and proposing ways to achieve better readiness for implementing ACC in design organisations in the UK's infrastructure sector:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10}",2024 European Conference on Computing in Construction (Proceedings):contentReference[oaicite:11]{index=11},,
,,,,,,,,Automated Compliance Checking System for Structural Design Codes in a BIM Environment,Wonhui Goh; Jaeguk Jang; Sang I. Park; Bong-Hyuck Choi; Heuiseok Lim; Goangseup Zi,2024,https://doi.org/10.1007/s12205-024-1121-5,"This study proposes a framework for developing an automated compliance checking (ACC) system that supports verification of structural design calculations in an openBIM format. The framework consists of four main components: (1) classification of design codes by structural component and limit state; (2) preparation of a structural model according to Industry Foundation Classes (IFC); (3) interpretation of code conditions into a machine-readable rule language; and (4) design of an ACC system with focus on rule flow in the structural design code. The framework is demonstrated with a detailed example ACC system using ifcOWL, SWRL and the Drools inference engine. The ACC system checks the strength and serviceability of a prestressed concrete girder bridge and its components, and it successfully verifies an actual design example. The proposed framework can assist in developing ACC systems in structural engineering and can be customized to meet user requirements and accommodate various data sources and design codes:contentReference[oaicite:12]{index=12}:contentReference[oaicite:13]{index=13}",KSCE Journal of Civil Engineering:contentReference[oaicite:14]{index=14},,
,,,,,,,,Rule capture of automated compliance checking of building requirements: a review,Zijing Zhang; Ling Ma; Tim Broyd,2023,https://doi.org/10.1680/jsmic.23.00005,"In the AEC industry, building designs must be checked against regulations before construction. The traditional manual compliance-checking process is error-prone and time-consuming. Automated compliance checking (ACC) has been proposed as a solution, but the *rule capture* stage remains a crucial bottleneck. Despite many studies, no work has yet synthesized themes and future research opportunities in this area. This review addresses that gap by systematically examining literature and identifying challenges. Findings reveal that interest in automated rule capture has grown in recent years, with more semi-automated methods proposed. However, current rule representation processes lack a sound methodology. Existing representations cannot capture 'unknowns' or 'side effects', struggle with ambiguous rules, and are often limited by specific rule engines or data models. The understanding of rules, their representations, and interrelationships is still insufficient. Further research is needed to address these issues:contentReference[oaicite:15]{index=15}:contentReference[oaicite:16]{index=16}",Proceedings of the ICE – Smart Infrastructure and Construction:contentReference[oaicite:17]{index=17},,
,,,,,,,,Large Language Model-Driven Code Compliance Checking in Building Information Modeling,Soumya Madireddy; Lu Gao; Zia Ud Din; Kinam Kim; Ahmed Senouci; Zhe Han; Yunpeng Zhang,2025,https://doi.org/10.3390/electronics14112146,"This research addresses the time-consuming and error-prone nature of manual code compliance checking in Building Information Modeling (BIM) by introducing a Large Language Model (LLM)-driven approach to semi-automate this process. The developed system integrates LLMs (ChatGPT, Claude, Gemini, Llama) with Autodesk Revit to interpret building codes, generate Python scripts, and perform semi-automated compliance checks within the BIM environment. Case studies on a single-family house and an office building demonstrated the system’s ability to reduce the time and effort required for compliance checks while improving accuracy. It automatically identifies violations (e.g. non-compliant room dimensions, material usage, object placements) by assessing model relationships and generating actionable reports. Compared to manual methods, the system eliminates repetitive tasks, simplifies complex regulations, and ensures reliable adherence to standards. As a comprehensive, adaptable, and cost-effective solution, this LLM-driven approach offers a promising advancement in BIM-based compliance checking with potential applications across diverse regulatory documents:contentReference[oaicite:18]{index=18}:contentReference[oaicite:19]{index=19}",Electronics (MDPI):contentReference[oaicite:20]{index=20},,
,,,,,,,,Moving automated compliance checking to the operational phase of the building life-cycle: analysis and feasibility study in the UK,Thomas Beach; Jonathan Yeung; Ali Ghorghi; Yacine Rezgui,2024,https://doi.org/10.1080/15623599.2024.2366727,"Construction regulations ensure a base level of safety for built assets. Formal compliance checks of built assets against regulations occur at defined points in the asset life-cycle, often with limited automation. The push towards digitising and automating site inspections paves the way for a whole life-cycle approach to compliance checking. This paper explores extending current compliance-checking processes (common in design and construction) into the operational phase of buildings. It proposes that the best approach is through automated/semi-automated data capture and analysis. To test feasibility, the paper reviews literature, analyses regulations, and presents a proof-of-concept. Findings show that whole life-cycle compliance checking is increasingly important for monitoring high-risk elements of the built environment. However, when applied to the operational phase, relying solely on manual inspections is impractical and costly. There are numerous viable use cases for this approach, and technologies exist to support them:contentReference[oaicite:21]{index=21}:contentReference[oaicite:22]{index=22}",International Journal of Construction Management:contentReference[oaicite:23]{index=23},,
,,,,,,,,Using Large Language Models for the Interpretation of Building Regulations,Stefan Fuchs; Michael Witbrock; Johannes Dimyadi; Robert Amor,2023,https://arxiv.org/abs/2407.21060,"Compliance checking is an essential part of construction projects. The rapid adoption of Building Information Models (BIM) has created more opportunities for automated compliance checking (ACC). BIM enables sharing of digital building design data for checking against legal requirements, which are typically written in natural language and not machine-readable. Converting regulatory text into a computable form for ACC is complex, costly, and time-consuming. Large Language Models (LLMs) such as GPT-3.5 and GPT-4 can generate coherent text and source code from prompts, suggesting a new way to automate the translation of building regulations into a semantic, computable format. This paper evaluates how well LLMs can translate building regulations into LegalRuleML using few-shot learning. By providing GPT-3.5 a few example translations, the model learns the basic format. Using a system prompt, we further refine the LegalRuleML output and probe the model’s built-in domain knowledge. We also explore strategies like chain-of-thought reasoning and self-consistency for this task. As LLMs advance, their improved common sense, logical coherence, and adaptability could significantly support ACC, leading to more efficient and effective compliance checking processes:contentReference[oaicite:24]{index=24}:contentReference[oaicite:25]{index=25}","13th Int. Conf. on Engineering, Project and Production Management (EPPM 2023):contentReference[oaicite:26]{index=26}",,
,,,,,,,,How Can ChatGPT Help in Automated Building Code Compliance Checking?,Jiansong Zhang,2023,https://doi.org/10.22260/ISARC2023/0011,"One major challenge in fully automating building code compliance checking is extracting and transforming code requirements into computable representations. A semantic rule-based approach has generally outperformed machine learning on this task. With recent advances in AI – notably OpenAI’s ChatGPT – there is potential to shift this landscape given ChatGPT’s strong ability to understand and generate natural language and code. This paper preliminarily explores using ChatGPT to convert building code requirements into computer-executable code, and compares the results with a cutting-edge semantic rule-based approach. It was found that, compared to the rule-based method, ChatGPT’s conversion still has limitations. However, ChatGPT shows great potential to accelerate the implementation and scaling of automated building code compliance checking systems:contentReference[oaicite:27]{index=27}:contentReference[oaicite:28]{index=28}",Proc. of the 40th International Symposium on Automation and Robotics in Construction (ISARC 2023):contentReference[oaicite:29]{index=29},,
,,,,,,,,Automated code compliance check of residential buildings for parking regulation in Turkey,Bayram Ali Temel; Hasan Basri Başağa,2022,https://doi.org/10.1680/jmuen.21.00024,"Compliance inspection of a building – following legislated rules during the design phase – is a manual, time-consuming, error-prone and labour-intensive process that relies primarily on 2D drawings. Building Information Modelling (BIM) innovations enable automatic compliance inspection of buildings against relevant regulations. A BIM model (in Industry Foundation Classes format) contains all pertinent 3D geometric and semantic data of a building. Using these BIM/IFC data, this study developed a program (intended for use by Turkish municipalities, but applicable elsewhere) that automatically checks a building’s compliance with area parking requirements. This paper presents the program’s development and test results. The program simplifies compliance checking by determining the required parking area size and number of parking spaces according to Turkish residential parking regulations, and by performing the checks accordingly. Although not yet commercially implemented, the program can provide convenience and speed to stakeholders (architects, engineers) during design and review, while also minimizing error rates:contentReference[oaicite:30]{index=30}:contentReference[oaicite:31]{index=31}",Proceedings of the ICE – Municipal Engineer:contentReference[oaicite:32]{index=32},,
,,,,,,,,AI-Enabled Automation for Completeness Checking of Privacy Policies,Orlando Cejas Amaral; Sallam Abualhaija; Damiano Torre; Mehrdad Sabetzadeh; Lionel C. Briand,2022,10.1109/TSE.2021.3124332,"Technological advances in information sharing have raised concerns about data protection... In this paper, we propose AI-based automation for the completeness checking of privacy policies... our approach resulted in a precision of 92.9% and recall of 89.8%, significantly improving over a keyword-based baseline:contentReference[oaicite:0]{index=0}:contentReference[oaicite:1]{index=1}.",IEEE Transactions on Software Engineering,,
,,,,,,,,NLP-based Automated Compliance Checking of Data Processing Agreements against GDPR,Orlando Cejas Amaral; Muhammad Ilyas Azeem; Sallam Abualhaija; Lionel C. Briand,2023,10.1109/TSE.2023.3288901,"When the entity processing personal data (the processor) differs from the one collecting personal data (the controller), checking the compliance of DPAs is challenging... We propose an automated solution that leverages NLP technologies to check a given DPA against GDPR requirements... The approach achieved ~89.1% precision and 82.4% recall, outperforming an off-the-shelf NLP baseline by ~20 percentage points in accuracy:contentReference[oaicite:2]{index=2}:contentReference[oaicite:3]{index=3}.",IEEE Transactions on Software Engineering,,
,,,,,,,,ML-Based Compliance Verification of Data Processing Agreements against GDPR,Orlando Cejas Amaral; Sallam Abualhaija; Lionel C. Briand,2023,10.1109/RE57278.2023.00015,"Verifying DPA compliance entirely manually is time-consuming and error-prone. This paper proposes a machine learning-based strategy for GDPR compliance checking in DPAs by predicting the presence of key information types. On 30 real DPAs, the approach detected 483/582 actual violations (83.0% recall) with 83.9% precision, comparable to a rule-based method. The study discusses factors (data availability, expert input) affecting when ML vs. rule-based solutions are preferable:contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5}.",Proc. 31st IEEE Requirements Engineering Conference (RE 2023),,
,,,,,,,,Optimizing Automated Compliance Checking with Ontology-Enhanced NLP: Case in the Fire Safety Domain,Yian Chen; Huixian Jiang,2024,10.1016/j.jenvman.2024.123320,"Fire safety compliance checking (FSCC) requires interpreting numerous spatial rules in fire codes. This study proposes an automated framework combining ontology and NLP to interpret fire regulation rules. Using pre-trained language models, concepts and relationships are extracted, a domain-specific ontology is established, and spatial knowledge is transformed into logical clauses based on semantic consistency, improving the rule interpretation and compliance checking accuracy:contentReference[oaicite:6]{index=6}:contentReference[oaicite:7]{index=7}.",Journal of Environmental Management,,
,,,,,,,,Automated Code Compliance Checking Research Based on BIM and Knowledge Graph,Junlong Peng; Xiangjun Liu,2023,10.1038/s41598-023-34342-1,"Traditional drawing reviews are manual and inefficient. This study uses BIM and knowledge graph technology to automatically check building code compliance. Regulatory provisions are transformed into a machine-readable structured format using NLP to build a human–machine-readable knowledge graph. BIM model data are exported and mapped to rule representations; compliance is then automatically checked. An example verifies the method’s feasibility, addressing “manual dependency” and “inefficiency” in code compliance reviews:contentReference[oaicite:8]{index=8}:contentReference[oaicite:9]{index=9}.",Scientific Reports (Nature),,
,,,,,,,,An Automated Fire Code Compliance Checking Jointly Using BIM and Natural Language Processing,Yukang Wang; Yue Liu; Haozhe Cai; Jia Wang; Xiaoping Zhou,2023,10.3390/fire6090358,"Fire code compliance checking ensures building safety by verifying designs against fire regulations. This paper presents a BIM-based ACC (Automated Compliance Checking) system that uses NLP to analyze spatial geometric relationships of building components. The framework divides ACC into building model parsing, code knowledge translation (using NLP to formalize spatial stipulations), and compliance result reporting. In tests on various building types, the proposed system demonstrated high recall and efficient, accurate compliance checking:contentReference[oaicite:10]{index=10}:contentReference[oaicite:11]{index=11}.",Fire (MDPI),,
,,,,,,,,Automated BIM Compliance Check through a Large Language Model Combined with Deep Learning and Ontology,Nanjiang Chen; Xuhui Lin; Hai Jiang; Yi An,2024,10.3390/buildings14071983,"Ensuring AEC projects comply with complex regulations is challenging. Traditional manual checking is inefficient. NLP and deep learning have improved rule interpretation, but need extensive data and tuning. This study introduces an ACC framework integrating a Large Language Model (LLM), deep learning, and ontology. LLM few-shot learning reduces the need for large labeled datasets. Deep learning first classifies regulatory text to aid the LLM’s structured information extraction. This combined approach significantly improves automated processing of regulatory texts, offering a scalable solution for compliance checking in construction:contentReference[oaicite:12]{index=12}:contentReference[oaicite:13]{index=13}.",Buildings (MDPI),,
